0	0.20161	0.846597048
0.016666667	0.05043	0.846597048
0.033333333	0.2523	0.846597048
0.05	0.4544	0.846597048
0.066666667	0.15155	0.846597048
0.083333333	0.050545	0.846597048
0.1	0.2023	0.846597048
0.116666667	0.20241	0.846597048
0.133333333	0.25316	0.846597048
0.15	0.10132	0.846597048
0.166666667	0.050689	0.846597048
0.183333333	0.0507178	0.846597048
0.2	0.152241	0.846597048
0.216666667	0.101551	0.846597048
0.233333333	0.152414	0.846597048
0.25	0.35584	0.846597048
0.266666667	0.101725	0.846597048
0.283333333	0.152674	0.846597048
0.3	0.254603	0.846597048
0.316666667	0.254748	0.846597048
0.333333333	0.203913	0.846597048
0.35	0.102014	0.846597048
0.366666667	0.0510357	0.846597048
0.383333333	0.0510647	0.846597048
0.4	0.255472	0.846597048
0.416666667	0.102246	0.846597048
0.433333333	0.255763	0.846597048
0.45	0.153544	0.846597048
0.466666667	0.204842	0.846597048
0.483333333	0.102479	0.846597048
0.5	0.256345	0.846597048
0.516666667	0.153893	0.846597048
0.533333333	0.102653	0.846597048
0.55	0.154068	0.846597048
0.566666667	0	0.846597048
0.583333333	0.205659	0.846597048
0.6	0.0514433	0.846597048
0.616666667	0.257366	0.846597048
0.633333333	0.103004	0.846597048
0.65	0.0515311	0.846597048
0.666666667	0.257805	0.846597048
0.683333333	0.309543	0.846597048
0.7	0.722699	0.846597048
0.716666667	1.44629	0.852015918
0.733333333	2.32586	0.672248056
0.75	2.94789	0.597463863
0.766666667	4.39891	0.489373762
0.783333333	6.47358	0.403633216
0.8	8.81049	0.346182465
0.816666667	10.1647	0.32248072
0.833333333	12.975	0.285590195
0.85	15.6857	0.259890835
0.866666667	18.4524	0.239752103
0.883333333	19.192	0.235220234
0.9	22.0694	0.219475209
0.916666667	23.8034	0.211449751
0.933333333	25.3831	0.204880339
0.95	27.5398	0.196805922
0.966666667	31.5826	0.183882565
0.983333333	31.7576	0.183479098
1	36.5958	0.171017577
1.016666667	34.5193	0.17618597
1.033333333	36.6374	0.171114152
1.05	39.3362	0.165233457
1.066666667	39.8315	0.164295928
1.083333333	42.2207	0.159670011
1.1	42.1921	0.159814595
1.116666667	39.2678	0.165752338
1.133333333	38.0262	0.168532019
1.15	39.4178	0.16562414
1.166666667	38.7021	0.167243213
1.183333333	37.8801	0.169143826
1.2	37.5322	0.170022202
1.216666667	38.7681	0.16738492
1.233333333	34.1415	0.178467125
1.25	35.6405	0.17477269
1.266666667	30.586	0.188768734
1.283333333	31.7138	0.185486883
1.3	33.1606	0.181498105
1.316666667	31.1146	0.187476619
1.333333333	29.4375	0.192852246
1.35	29.5602	0.192560595
1.366666667	29.0469	0.19436459
1.383333333	28.8512	0.195133144
1.4	27.9655	0.198311376
1.416666667	27.6628	0.199506382
1.433333333	26.5099	0.203913865
1.45	21.0531	0.22894898
1.466666667	23.4034	0.21727172
1.483333333	25.0124	0.210286279
1.5	22.3658	0.222506314
1.516666667	22.7512	0.220738631
1.533333333	20.4207	0.233126222
1.55	22.7238	0.221121972
1.566666667	22.2034	0.223824991
1.583333333	22.4295	0.222820149
1.6	20.6806	0.232182043
1.616666667	20.372	0.234066522
1.633333333	19.315	0.240521951
1.65	18.5776	0.245387938
1.666666667	20.6207	0.233046321
1.683333333	18.81277	0.244125711
1.7	17.05676	0.256529647
1.716666667	17.49495	0.253440152
1.733333333	17.34411	0.254684024
1.75	16.81775	0.258785361
1.766666667	16.88096	0.258446718
1.783333333	16.78319	0.259345236
