0	0	2.624149898
0.166666667	0.000866927	2.624149898
0.333333333	0.000810116	2.624149898
0.5	-0.000205434	2.624149898
0.6667	-0.000207168	2.624149898
0.8333	0.056528632	2.624149898
1	0.548603414	1.350114952
1.1667	1.001343562	0.999328895
1.3333	1.444125618	0.832142137
1.5	1.455863918	0.828780661
1.6667	1.267461999	0.888244499
1.8333	1.047960778	0.976849111
2	0.80352634	1.115578
2.3333	0.663209243	1.227933124
2.6667	0.520235225	1.386436945
3	0.40168962	1.577809968
3.3333	0.345974775	1.700112976
3.6667	0.302458011	1.818308019
4	0.273243262	1.913045367
6	0.173955928	2.39762017
8	0.155325823	2.537337092
12	0.159777679	2.501738695
16	0.168920497	2.433093647
20	0.181495276	2.347293181
30	0.190428028	2.291577582
40	0.183405744	2.335035747
50	0.174659465	2.392786431
60	0.168767389	2.434197064
70	0.16515812	2.460651077
90	0.145218759	2.624149898
